entrez	ensgene	symbol	chr	start	end	strand	biotype	description
254786	ENSG00000205329	OR6C3	12	55725485	55726420	1	protein_coding	olfactory receptor, family 6, subfamily C, member 3 [Source:HGNC Symbol;Acc:15437]
390321	ENSG00000205330	OR6C1	12	55714346	55715408	1	protein_coding	olfactory receptor, family 6, subfamily C, member 1 [Source:HGNC Symbol;Acc:8355]
9289	ENSG00000205336	GPR56	16	57644564	57698944	1	protein_coding	G protein-coupled receptor 56 [Source:HGNC Symbol;Acc:4512]
10527	ENSG00000205339	IPO7	11	9406169	9469673	1	protein_coding	importin 7 [Source:HGNC Symbol;Acc:9852]
54458	ENSG00000205352	PRR13	12	53835389	53840429	1	protein_coding	proline rich 13 [Source:HGNC Symbol;Acc:24528]
25851	ENSG00000205356	TECPR1	7	97843936	97881563	-1	protein_coding	tectonin beta-propeller repeat containing 1 [Source:HGNC Symbol;Acc:22214]
4496	ENSG00000205358	MT1H	16	56703726	56705041	1	protein_coding	metallothionein 1H [Source:HGNC Symbol;Acc:7400]
133482	ENSG00000205359	SLCO6A1	5	101707486	101834720	-1	protein_coding	solute carrier organic anion transporter family, member 6A1 [Source:HGNC Symbol;Acc:23613]
4489	ENSG00000205362	MT1A	16	56672578	56673999	1	protein_coding	metallothionein 1A [Source:HGNC Symbol;Acc:7393]
388135	ENSG00000205363	C15orf59	15	74032141	74045088	-1	protein_coding	chromosome 15 open reading frame 59 [Source:HGNC Symbol;Acc:33753]
4499	ENSG00000205364	MT1M	16	56666145	56667898	1	protein_coding	metallothionein 1M [Source:HGNC Symbol;Acc:14296]
3426	ENSG00000205403	CFI	4	110661852	110723335	-1	protein_coding	complement factor I [Source:HGNC Symbol;Acc:5394]
390078	ENSG00000205409	OR52E6	11	5862158	5863182	-1	protein_coding	olfactory receptor, family 52, subfamily E, member 6 [Source:HGNC Symbol;Acc:15215]
54809	ENSG00000205413	SAMD9	7	92728829	92747336	-1	protein_coding	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:1348]
3853	ENSG00000205420	KRT6A	12	52880958	52887041	-1	protein_coding	keratin 6A [Source:HGNC Symbol;Acc:6443]
255919	ENSG00000205423	CNEP1R1	16	50058321	50070999	1	protein_coding	CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:26759]
3887	ENSG00000205426	KRT81	12	52679697	52685318	-1	protein_coding	keratin 81 [Source:HGNC Symbol;Acc:6458]
91828	ENSG00000205436	EXOC3L4	14	103566481	103576896	1	protein_coding	exocyst complex component 3-like 4 [Source:HGNC Symbol;Acc:20120]
386683	ENSG00000205439	KRTAP12-3	21	46077849	46078258	1	protein_coding	keratin associated protein 12-3 [Source:HGNC Symbol;Acc:20531]
100129669	ENSG00000205442	IZUMO3	9	24542950	24545944	-1	protein_coding	IZUMO family member 3 [Source:HGNC Symbol;Acc:31421]
386679	ENSG00000205445	KRTAP10-2	21	45970240	45971388	-1	protein_coding	keratin associated protein 10-2 [Source:HGNC Symbol;Acc:22967]
285622	ENSG00000205449	NBPF22P	5	85578278	85592281	1	pseudogene	neuroblastoma breakpoint family, member 22, pseudogene [Source:HGNC Symbol;Acc:28731]
729355	ENSG00000205456	TP53TG3D	16	32264040	32267240	1	protein_coding	TP53 target 3D [Source:HGNC Symbol;Acc:44657]
729264	ENSG00000205456	TP53TG3D	16	32264040	32267240	1	protein_coding	TP53 target 3D [Source:HGNC Symbol;Acc:44657]
653550	ENSG00000205456	TP53TG3D	16	32264040	32267240	1	protein_coding	TP53 target 3D [Source:HGNC Symbol;Acc:44657]
24150	ENSG00000205456	TP53TG3D	16	32264040	32267240	1	protein_coding	TP53 target 3D [Source:HGNC Symbol;Acc:44657]
729355	ENSG00000205457	TP53TG3C	16	33204156	33264727	1	protein_coding	TP53 target 3C [Source:HGNC Symbol;Acc:42962]
729264	ENSG00000205457	TP53TG3C	16	33204156	33264727	1	protein_coding	TP53 target 3C [Source:HGNC Symbol;Acc:42962]
653550	ENSG00000205457	TP53TG3C	16	33204156	33264727	1	protein_coding	TP53 target 3C [Source:HGNC Symbol;Acc:42962]
24150	ENSG00000205457	TP53TG3C	16	33204156	33264727	1	protein_coding	TP53 target 3C [Source:HGNC Symbol;Acc:42962]
92270	ENSG00000205464	ATP6AP1L	5	81575281	81682796	1	protein_coding	ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:HGNC Symbol;Acc:28091]
317762	ENSG00000205476	CCDC85C	14	99977603	100070363	-1	protein_coding	coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:35459]
119679	ENSG00000205495	OR52J3	11	5067756	5068691	1	protein_coding	olfactory receptor, family 52, subfamily J, member 3 [Source:HGNC Symbol;Acc:14799]
401667	ENSG00000205496	OR51A2	11	4976002	4976943	-1	protein_coding	olfactory receptor, family 51, subfamily A, member 2 [Source:HGNC Symbol;Acc:14764]
401666	ENSG00000205497	OR51A4	11	4967355	4968356	-1	protein_coding	olfactory receptor, family 51, subfamily A, member 4 [Source:HGNC Symbol;Acc:14795]
388125	ENSG00000205502	C2CD4B	15	62455734	62457482	-1	protein_coding	C2 calcium-dependent domain containing 4B [Source:HGNC Symbol;Acc:33628]
57139	ENSG00000205517	RGL3	19	11495017	11530018	-1	protein_coding	ral guanine nucleotide dissociation stimulator-like 3 [Source:HGNC Symbol;Acc:30282]
4676	ENSG00000205531	NAP1L4	11	2965667	3013607	-1	protein_coding	nucleosome assembly protein 1-like 4 [Source:HGNC Symbol;Acc:7640]
7114	ENSG00000205542	TMSB4X	X	12993227	12995346	1	protein_coding	thymosin beta 4, X-linked [Source:HGNC Symbol;Acc:11881]
254863	ENSG00000205544	TMEM256	17	7306294	7307456	-1	protein_coding	transmembrane protein 256 [Source:HGNC Symbol;Acc:28618]
1375	ENSG00000205560	CPT1B	22	51007290	51017899	-1	protein_coding	carnitine palmitoyltransferase 1B (muscle) [Source:HGNC Symbol;Acc:2329]
6607	ENSG00000205571	SMN2	5	69345350	69374349	1	protein_coding	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:11118]
6606	ENSG00000205571	SMN2	5	69345350	69374349	1	protein_coding	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:11118]
728492	ENSG00000205572	SERF1B	5	69321074	69338940	1	protein_coding	small EDRK-rich factor 1B (centromeric) [Source:HGNC Symbol;Acc:10756]
8293	ENSG00000205572	SERF1B	5	69321074	69338940	1	protein_coding	small EDRK-rich factor 1B (centromeric) [Source:HGNC Symbol;Acc:10756]
3150	ENSG00000205581	HMGN1	21	40714241	40721573	-1	protein_coding	high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:4984]
283463	ENSG00000205592	MUC19	12	40787197	40964632	1	protein_coding	mucin 19, oligomeric [Source:HGNC Symbol;Acc:14362]
414918	ENSG00000205593	DENND6B	22	50747459	50765489	-1	protein_coding	DENN/MADD domain containing 6B [Source:HGNC Symbol;Acc:32690]
374	ENSG00000205595	AREGB	4	75480629	75490486	1	protein_coding	amphiregulin B [Source:HGNC Symbol;Acc:34509]
728689	ENSG00000205609	EIF3CL	16	28390900	28415200	-1	protein_coding	eukaryotic translation initiation factor 3, subunit C-like [Source:HGNC Symbol;Acc:26347]
8663	ENSG00000205609	EIF3CL	16	28390900	28415200	-1	protein_coding	eukaryotic translation initiation factor 3, subunit C-like [Source:HGNC Symbol;Acc:26347]
401337	ENSG00000205628	GS1-179L18.1	7	53723202	53879624	-1	lincRNA	
51451	ENSG00000205629	LCMT1	16	25123050	25189552	1	protein_coding	leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:17557]
400932	ENSG00000205634	LINC00898	22	48016792	48027318	-1	lincRNA	long intergenic non-protein coding RNA 898 [Source:HGNC Symbol;Acc:48581]
388931	ENSG00000205639	MFSD2B	2	24232951	24286191	1	protein_coding	major facilitator superfamily domain containing 2B [Source:HGNC Symbol;Acc:37207]
425054	ENSG00000205642	VCX3B	X	8432871	8434550	1	protein_coding	variable charge, X-linked 3B [Source:HGNC Symbol;Acc:31838]
150383	ENSG00000205643	CDPF1	22	46639908	46646576	-1	protein_coding	cysteine-rich, DPF motif domain containing 1 [Source:HGNC Symbol;Acc:33710]
3347	ENSG00000205649	HTN3	4	70894130	70902255	1	protein_coding	histatin 3 [Source:HGNC Symbol;Acc:5284]
91750	ENSG00000205659	LIN52	14	74551499	74667936	1	protein_coding	lin-52 homolog (C. elegans) [Source:HGNC Symbol;Acc:19856]
347527	ENSG00000205667	ARSH	X	2924654	2951612	1	protein_coding	arylsulfatase family, member H [Source:HGNC Symbol;Acc:32488]
641372	ENSG00000205669	ACOT6	14	74077649	74086592	1	protein_coding	acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:33159]
54065	ENSG00000205670	SMIM11	21	35747779	35780164	1	protein_coding	small integral membrane protein 11 [Source:HGNC Symbol;Acc:1293]
253017	ENSG00000205678	TECRL	4	65140975	65275186	-1	protein_coding	trans-2,3-enoyl-CoA reductase-like [Source:HGNC Symbol;Acc:27365]
8110	ENSG00000205683	DPF3	14	73086004	73360809	-1	protein_coding	D4, zinc and double PHD fingers, family 3 [Source:HGNC Symbol;Acc:17427]
100287284	ENSG00000205693	MANSC4	12	27915671	27924209	-1	protein_coding	MANSC domain containing 4 [Source:HGNC Symbol;Acc:40023]
339674	ENSG00000205704	LINC00634	22	42348169	42354937	1	pseudogene	long intergenic non-protein coding RNA 634 [Source:HGNC Symbol;Acc:27930]
144363	ENSG00000205707	LYRM5	12	25348150	25362579	1	protein_coding	LYR motif containing 5 [Source:HGNC Symbol;Acc:27052]
6453	ENSG00000205726	ITSN1	21	35014706	35272165	1	protein_coding	intersectin 1 (SH3 domain protein) [Source:HGNC Symbol;Acc:6183]
162073	ENSG00000205730	ITPRIPL2	16	19125254	19132946	1	protein_coding	inositol 1,4,5-trisphosphate receptor interacting protein-like 2 [Source:HGNC Symbol;Acc:27257]
79958	ENSG00000205744	DENND1C	19	6467218	6482568	-1	protein_coding	DENN/MADD domain containing 1C [Source:HGNC Symbol;Acc:26225]
338821	ENSG00000205754	SLCO1B7	12	20968673	21245679	1	protein_coding	solute carrier organic anion transporter family, member 1B7 (non-functional) [Source:HGNC Symbol;Acc:32934]
64109	ENSG00000205755	CRLF2	X	1314890	1331616	-1	protein_coding	cytokine receptor-like factor 2 [Source:HGNC Symbol;Acc:14281]
9946	ENSG00000205758	CRYZL1	21	34961647	35016232	-1	protein_coding	crystallin, zeta (quinone reductase)-like 1 [Source:HGNC Symbol;Acc:2420]
285636	ENSG00000205765	C5orf51	5	41904290	41921738	1	protein_coding	chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:27750]
440278	ENSG00000205771	CATSPER2P1	15	44019116	44039292	-1	pseudogene	cation channel, sperm associated 2 pseudogene 1 [Source:HGNC Symbol;Acc:31054]
100101629	ENSG00000205775	GAGE2E	X	49197607	49204923	1	protein_coding	G antigen 2E [Source:HGNC Symbol;Acc:31960]
26749	ENSG00000205775	GAGE2E	X	49197607	49204923	1	protein_coding	G antigen 2E [Source:HGNC Symbol;Acc:31960]
2578	ENSG00000205777	GAGE1	X	49363628	49373139	1	protein_coding	G antigen 1 [Source:HGNC Symbol;Acc:4098]
2577	ENSG00000205777	GAGE1	X	49363628	49373139	1	protein_coding	G antigen 1 [Source:HGNC Symbol;Acc:4098]
2576	ENSG00000205777	GAGE1	X	49363628	49373139	1	protein_coding	G antigen 1 [Source:HGNC Symbol;Acc:4098]
2543	ENSG00000205777	GAGE1	X	49363628	49373139	1	protein_coding	G antigen 1 [Source:HGNC Symbol;Acc:4098]
645432	ENSG00000205784	ARRDC5	19	4890449	4902879	-1	protein_coding	arrestin domain containing 5 [Source:HGNC Symbol;Acc:31407]
344967	ENSG00000205794	RP11-333E13.4	4	40044537	40058819	-1	pseudogene	
192668	ENSG00000205795	CYS1	2	10196907	10221071	-1	protein_coding	cystin 1 [Source:HGNC Symbol;Acc:18525]
403313	ENSG00000205808	PPAPDC2	9	4662298	4665256	1	protein_coding	phosphatidic acid phosphatase type 2 domain containing 2 [Source:HGNC Symbol;Acc:23682]
3822	ENSG00000205809	KLRC2	12	10579453	10594899	-1	protein_coding	killer cell lectin-like receptor subfamily C, member 2 [Source:HGNC Symbol;Acc:6375]
3823	ENSG00000205810	KLRC3	12	10564911	10573194	-1	protein_coding	killer cell lectin-like receptor subfamily C, member 3 [Source:HGNC Symbol;Acc:6376]
342346	ENSG00000205832	C16orf96	16	4606491	4650715	1	protein_coding	chromosome 16 open reading frame 96 [Source:HGNC Symbol;Acc:40031]
647309	ENSG00000205835	GMNC	3	190570666	190610218	-1	protein_coding	geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:40049]
400941	ENSG00000205837	LINC00487	2	6868309	6910442	-1	lincRNA	long intergenic non-protein coding RNA 487 [Source:HGNC Symbol;Acc:42947]
93978	ENSG00000205846	CLEC6A	12	8608522	8630926	1	protein_coding	C-type lectin domain family 6, member A [Source:HGNC Symbol;Acc:14556]
542767	ENSG00000205850	AL359736.1	13	24895264	24895566	-1	protein_coding	protein PCOTH isoform 1  [Source:RefSeq peptide;Acc:NP_001014442]
150297	ENSG00000205856	C22orf42	22	32544993	32555309	-1	protein_coding	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:27160]
360030	ENSG00000205857	NANOGNB	12	7917812	7926717	1	protein_coding	NANOG neighbor homeobox [Source:HGNC Symbol;Acc:24958]
100506049	ENSG00000205858	LRRC72	7	16566505	16621193	1	protein_coding	leucine rich repeat containing 72 [Source:HGNC Symbol;Acc:42972]
387911	ENSG00000205863	C1QTNF9B	13	24465238	24476794	-1	protein_coding	C1q and tumor necrosis factor related protein 9B [Source:HGNC Symbol;Acc:34072]
440023	ENSG00000205864	KRTAP5-6	11	1718425	1718985	1	protein_coding	keratin associated protein 5-6 [Source:HGNC Symbol;Acc:23600]
100132464	ENSG00000205865	FAM99B	11	1704499	1706859	-1	antisense	family with sequence similarity 99, member B (non-protein coding) [Source:HGNC Symbol;Acc:32369]
387742	ENSG00000205866	FAM99A	11	1686827	1689086	1	processed_transcript	family with sequence similarity 99, member A (non-protein coding) [Source:HGNC Symbol;Acc:32368]
440021	ENSG00000205867	KRTAP5-2	11	1618409	1619524	-1	protein_coding	keratin associated protein 5-2 [Source:HGNC Symbol;Acc:23597]
387264	ENSG00000205869	KRTAP5-1	11	1605572	1606513	-1	protein_coding	keratin associated protein 5-1 [Source:HGNC Symbol;Acc:23596]
389633	ENSG00000205879	FAM90A2P	8	12029711	12036084	-1	pseudogene	family with sequence similarity 90, member A2, pseudogene [Source:HGNC Symbol;Acc:32250]
613211	ENSG00000205882	DEFB134	8	11850692	11853821	-1	protein_coding	defensin, beta 134 [Source:HGNC Symbol;Acc:32399]
613209	ENSG00000205883	DEFB135	8	11839830	11842099	1	protein_coding	defensin, beta 135 [Source:HGNC Symbol;Acc:32400]
613210	ENSG00000205884	DEFB136	8	11831446	11832108	-1	protein_coding	defensin, beta 136 [Source:HGNC Symbol;Acc:34433]
283314	ENSG00000205885	C1RL-AS1	12	7260648	7275097	1	antisense	C1RL antisense RNA 1 [Source:HGNC Symbol;Acc:27461]
727857	ENSG00000205899	BHLHA9	17	1173853	1174754	1	protein_coding	basic helix-loop-helix family, member a9 [Source:HGNC Symbol;Acc:35126]
57135	ENSG00000205916	DAZ4	Y	26980008	27053183	1	protein_coding	deleted in azoospermia 4 [Source:HGNC Symbol;Acc:15966]
57055	ENSG00000205916	DAZ4	Y	26980008	27053183	1	protein_coding	deleted in azoospermia 4 [Source:HGNC Symbol;Acc:15966]
1617	ENSG00000205916	DAZ4	Y	26980008	27053183	1	protein_coding	deleted in azoospermia 4 [Source:HGNC Symbol;Acc:15966]
390874	ENSG00000205922	ONECUT3	19	1752372	1780987	1	protein_coding	one cut homeobox 3 [Source:HGNC Symbol;Acc:13399]
752014	ENSG00000205923	CEMP1	16	2577081	2581420	-1	protein_coding	cementum protein 1 [Source:HGNC Symbol;Acc:32553]
10215	ENSG00000205927	OLIG2	21	34398153	34401504	1	protein_coding	oligodendrocyte lineage transcription factor 2 [Source:HGNC Symbol;Acc:9398]
56245	ENSG00000205929	C21orf62	21	34162985	34186053	-1	protein_coding	chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:1305]
10921	ENSG00000205937	RNPS1	16	2303117	2318413	-1	protein_coding	RNA binding protein S1, serine-rich domain [Source:HGNC Symbol;Acc:10080]
57135	ENSG00000205944	DAZ2	Y	25365594	25437503	1	protein_coding	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:15964]
57055	ENSG00000205944	DAZ2	Y	25365594	25437503	1	protein_coding	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:15964]
1617	ENSG00000205944	DAZ2	Y	25365594	25437503	1	protein_coding	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:15964]
391622	ENSG00000205946	USP17L6P	4	9369600	9370796	1	pseudogene	ubiquitin specific peptidase 17-like family member 6, pseudogene [Source:HGNC Symbol;Acc:37179]
57523	ENSG00000205978	NYNRIN	14	24867992	24888494	1	protein_coding	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:20165]
131118	ENSG00000205981	DNAJC19	3	180701497	180707562	-1	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 19 [Source:HGNC Symbol;Acc:30528]
387733	ENSG00000206013	IFITM5	11	298200	299526	-1	protein_coding	interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:16644]
284274	ENSG00000206026	SMIM21	18	73121431	73139658	-1	protein_coding	small integral membrane protein 21 [Source:HGNC Symbol;Acc:27598]
644041	ENSG00000206043	C18orf63	18	71983048	72026422	1	protein_coding	chromosome 18 open reading frame 63 [Source:HGNC Symbol;Acc:40037]
728358	ENSG00000206047	DEFA1	8	6835171	6837602	-1	protein_coding	defensin, alpha 1 [Source:HGNC Symbol;Acc:2761]
1667	ENSG00000206047	DEFA1	8	6835171	6837602	-1	protein_coding	defensin, alpha 1 [Source:HGNC Symbol;Acc:2761]
220164	ENSG00000206052	DOK6	18	67068291	67516323	1	protein_coding	docking protein 6 [Source:HGNC Symbol;Acc:28301]
90861	ENSG00000206053	HN1L	16	1728257	1752281	1	protein_coding	hematological and neurological expressed 1-like [Source:HGNC Symbol;Acc:14137]
255349	ENSG00000206069	TMEM211	22	25331077	25342662	-1	protein_coding	transmembrane protein 211 [Source:HGNC Symbol;Acc:33725]
89778	ENSG00000206072	SERPINB11	18	61314813	61391127	1	polymorphic_pseudogene	serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene) [Source:HGNC Symbol;Acc:14221]
6318	ENSG00000206073	SERPINB4	18	61304493	61311532	-1	protein_coding	serpin peptidase inhibitor, clade B (ovalbumin), member 4 [Source:HGNC Symbol;Acc:10570]
5268	ENSG00000206075	SERPINB5	18	61143994	61172318	1	protein_coding	serpin peptidase inhibitor, clade B (ovalbumin), member 5 [Source:HGNC Symbol;Acc:8949]
653082	ENSG00000206077	ZDHHC11B	5	710475	767067	-1	protein_coding	zinc finger, DHHC-type containing 11B [Source:HGNC Symbol;Acc:32962]
337985	ENSG00000206104	KRTAP20-3	21	32015183	32015455	1	protein_coding	keratin associated protein 20-3 [Source:HGNC Symbol;Acc:34001]
643812	ENSG00000206107	KRTAP27-1	21	31709331	31710012	-1	protein_coding	keratin associated protein 27-1 [Source:HGNC Symbol;Acc:33864]
93556	ENSG00000206120	EGFEM1P	3	167967310	168548387	1	pseudogene	EGF-like and EMI domain containing 1, pseudogene [Source:HGNC Symbol;Acc:25149]
728047	ENSG00000206127	GOLGA8O	15	32737307	32747835	-1	protein_coding	golgin A8 family, member O [Source:HGNC Symbol;Acc:44406]
26080	ENSG00000206142	FAM230C	22	21655279	21679331	-1	lincRNA	family with sequence similarity 230, member C [Source:HGNC Symbol;Acc:24482]
440799	ENSG00000206145	P2RX6P	22	21389532	21399306	-1	pseudogene	purinergic receptor P2X, ligand-gated ion channel, 6 pseudogene [Source:HGNC Symbol;Acc:34076]
440248	ENSG00000206149	HERC2P9	15	28834638	28930410	1	pseudogene	hect domain and RLD 2 pseudogene 9 [Source:HGNC Symbol;Acc:30495]
440163	ENSG00000206150	RNASE13	14	21500979	21502944	-1	protein_coding	ribonuclease, RNase A family, 13 (non-active) [Source:HGNC Symbol;Acc:25285]
352887	ENSG00000206159	GYG2P1	Y	14475147	14532255	-1	pseudogene	glycogenin 2 pseudogene 1 [Source:HGNC Symbol;Acc:4701]
3040	ENSG00000206172	HBA1	16	226679	227521	1	protein_coding	hemoglobin, alpha 1 [Source:HGNC Symbol;Acc:4823]
3039	ENSG00000206172	HBA1	16	226679	227521	1	protein_coding	hemoglobin, alpha 1 [Source:HGNC Symbol;Acc:4823]
3042	ENSG00000206177	HBM	16	203891	216767	1	protein_coding	hemoglobin, mu [Source:HGNC Symbol;Acc:4826]
51224	ENSG00000206181	TCEB3B	18	44558943	44561988	-1	protein_coding	transcription elongation factor B polypeptide 3B (elongin A2) [Source:HGNC Symbol;Acc:30771]
100128714	ENSG00000206187	RP11-1084I9.1	15	26147507	26298267	1	lincRNA	
57194	ENSG00000206190	ATP10A	15	25922420	26110317	-1	protein_coding	ATPase, class V, type 10A [Source:HGNC Symbol;Acc:13542]
389161	ENSG00000206199	ANKUB1	3	149478892	149686172	-1	protein_coding	ankyrin repeat and ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:29642]
